StockCode,Description,TotalQuantity,TotalRevenue,OrderCount,UniqueCustomers,AvgPrice,RevenuePerOrder,RevenuePct,CumulativeRevenuePct,Category
22189,CREAM HEART CARD HOLDER,8188,22687.920000000002,452,274,2.770874450415242,50.19451327433629,0.2552873491622014,21.556996384921483,Heart/Love Theme
21623,VINTAGE UNION JACK MEMOBOARD,3252,22679.28,205,139,6.973948339483394,110.63063414634146,0.2551901307879845,21.812186515709467,Other
21733,RED HANGING HEART T-LIGHT HOLDER,7749,22595.190000000002,679,385,2.9158846302748747,33.27715758468336,0.2542439394583674,22.066430455167833,Heart/Love Theme
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4658,22109.08,385,275,4.7464748819235725,57.426181818181824,0.24877416817473985,22.315204623342574,Other
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,8075,22101.77,595,281,2.7370613003095974,37.14583193277311,0.24869191512896147,22.563896538471536,Other
21931,JUMBO STORAGE BAG SUKI,11513,21784.84,774,333,1.8921949101016242,28.14578811369509,0.24512577863121396,22.809022317102748,Bags/Holders
48185,DOORMAT FAIRY CAKE,3427,21171.79,241,143,6.17793697111176,87.8497510373444,0.238227662391211,23.04724997949396,Baking
22961,JAM MAKING SET PRINTED,15039,21147.55,868,537,1.4061805971141699,24.363536866359446,0.23795491084132486,23.285204890335283,Other
21621,VINTAGE UNION JACK BUNTING,2538,20945.16,391,267,8.252624113475177,53.5681841432225,0.235677592929549,23.52088248326483,Other
23202,JUMBO BAG VINTAGE LEAF,10695,20921.55,772,377,1.9561991584852734,27.100453367875648,0.23541193021944956,23.75629441348428,Bags/Holders
22726,ALARM CLOCK BAKELIKE GREEN,5630,20839.15,789,322,3.701447602131439,26.412103929024084,0.23448475498386318,23.990779168468144,Other
22666,RECIPE BOX PANTRY YELLOW DESIGN,7366,20838.620000000003,828,471,2.829027966331795,25.167415458937203,0.2344787913567411,24.225257959824884,Other
15056N,EDWARDIAN PARASOL NATURAL,3822,20672.91,378,184,5.40892464678179,54.690238095238094,0.2326142014503209,24.457872161275205,Other
23203,JUMBO BAG VINTAGE DOILY ,10620,20641.4,621,363,1.9436346516007534,33.2389694041868,0.23225964693972231,24.69013180821493,Bags/Holders
22722,SET OF 6 SPICE TINS PANTRY DESIGN,5360,20482.600000000002,653,393,3.821380597014926,31.366921898928027,0.2304728092284223,24.920604617443352,Other
85066,CREAM SWEETHEART MINI CHEST,1696,20448.17,445,289,12.056704009433961,45.950943820224715,0.23008539850801887,25.150690015951373,Heart/Love Theme
22139,RETROSPOT TEA SET CERAMIC 11 PC ,4239,20426.23,823,488,4.818643548006605,24.819234507897935,0.22983852684941736,25.38052854280079,Other
21166,COOK WITH WINE METAL SIGN ,10169,20232.13,602,287,1.9895889467990955,33.608189368770766,0.2276544890675324,25.60818303186832,Other
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10490,20116.38,790,375,1.917672068636797,25.463772151898734,0.2263520554083197,25.83453508727664,Other
22630,DOLLY GIRL LUNCH BOX,11323,20104.09,616,287,1.775509140687097,32.63650974025974,0.22621376677184696,26.060748854048487,Other
22111,SCOTTIE DOG HOT WATER BOTTLE,4248,20049.9,656,425,4.719844632768362,30.563871951219515,0.22560401402892916,26.286352868077415,Other
82482,WOODEN PICTURE FRAME WHITE FINISH,8256,19945.45,876,410,2.415873304263566,22.768778538812786,0.22442872940081018,26.510781597478225,Other
48194,DOORMAT HEARTS,3268,19924.66,480,286,6.096897184822521,41.509708333333336,0.22419479768785097,26.734976395166075,Heart/Love Theme
21731,RED TOADSTOOL LED NIGHT LIGHT,12863,19831.71,522,266,1.5417639741895357,37.9917816091954,0.22314891251615487,26.95812530768223,Lighting
22659,LUNCH BOX I LOVE LONDON,11075,19316.17,504,213,1.7441237020316025,38.32573412698412,0.21734799114535133,27.175473298827583,Heart/Love Theme
21523,DOORMAT FANCY FONT HOME SWEET HOME,3087,19149.07,397,203,6.203132491091675,48.23443324937028,0.21546776078289398,27.390941059610476,Other
20713,JUMBO BAG OWLS,10451,19047.02,411,207,1.8225069371352025,46.343114355231144,0.21431948125872416,27.6052605408692,Bags/Holders
22090,PAPER BUNTING RETROSPOT,6877,18785.99,567,325,2.731712956230915,33.132257495590835,0.2113823386404582,27.816642879509658,Other
22728,ALARM CLOCK BAKELIKE PINK,5066,18539.09,613,291,3.659512435846822,30.24321370309951,0.20860418857169263,28.02524706808135,Other
21929,JUMBO BAG PINK VINTAGE PAISLEY,9888,18427.9,602,308,1.8636630258899678,30.611129568106314,0.20735306460998326,28.23260013269133,Bags/Holders
23206,LUNCH BAG APPLE DESIGN,11530,18220.5,866,401,1.5802688638334779,21.03983833718245,0.20501937354371358,28.437619506235045,Bags/Holders
20727,LUNCH BAG  BLACK SKULL.,11246,17950.3,1052,458,1.5961497421305353,17.063022813688214,0.20197904892410865,28.639598555159154,Bags/Holders
21843,RED RETROSPOT CAKE STAND,1808,17918.8,421,260,9.910840707964601,42.5624703087886,0.20162460693477646,28.84122316209393,Baking
22697,GREEN REGENCY TEACUP AND SAUCER,6406,17735.54,691,387,2.7685825788323446,25.666483357452968,0.19956254220572842,29.040785704299658,Glassware/Mugs
23344,JUMBO BAG 50'S CHRISTMAS ,8933,17636.04,586,391,1.9742572484047913,30.09563139931741,0.19844295560450453,29.239228659904164,Christmas
82494L,WOODEN FRAME ANTIQUE WHITE ,6268,17583.77,811,392,2.8053238672622847,21.681590628853268,0.197854806944746,29.43708346684891,Other
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6469,17569.59,458,227,2.715966919152883,38.36155021834061,0.1976952517889133,29.634778718637826,Other
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,7892,17554.27,305,192,2.22431196147998,57.55498360655738,0.19752286920870477,29.83230158784653,Lighting
22969,HOMEMADE JAM SCENTED CANDLES,12080,17504.2,518,429,1.449023178807947,33.79189189189189,0.1969594752275663,30.029261063074095,Other
22467,GUMBALL COAT RACK,7652,17488.55,570,262,2.285487454260324,30.681666666666665,0.19678337944556476,30.22604444251966,Other
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,10070,17291.57,192,160,1.717137040714995,90.06026041666667,0.19456693553894083,30.420611378058602,Baking
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,15940,17226.2,239,167,1.0806900878293602,72.07615062761506,0.19383138402012673,30.614442762078728,Other
20728,LUNCH BAG CARS BLUE,10789,17214.53,966,479,1.5955630735007877,17.820424430641822,0.19370007170217413,30.808142833780902,Bags/Holders
23203,JUMBO BAG DOILEY PATTERNS,8735,16737.1,454,299,1.9160961648540353,36.865859030837,0.1883279688778293,30.99647080265873,Bags/Holders
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5654,16566.34,221,145,2.9300212239122745,74.960814479638,0.18640655573184953,31.18287735839058,Lighting
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,5871,16537.13,763,356,2.8167484244592065,21.673826998689385,0.18607788111253548,31.368955239503116,Glassware/Mugs
21212,PACK OF 72 RETROSPOT CAKE CASES,33670,16381.880000000001,1029,635,0.48654232254232255,15.92019436345967,0.18433098845082688,31.553286227953944,Baking
22384,LUNCH BAG PINK POLKADOT,10226,16303.3,931,444,1.5942988460786232,17.51160042964554,0.18344679633902614,31.73673302429297,Bags/Holders
22865,HAND WARMER OWL DESIGN,8056,16113.730000000001,572,375,2.000214746772592,28.170856643356647,0.18131373069084517,31.918046754983816,Other
15036,ASSORTED COLOURS SILK FAN,21876,16044.44,324,194,0.7334265862132017,49.519876543209875,0.18053407083558082,32.0985808258194,Other
22492,MINI PAINT SET VINTAGE ,26076,16039.240000000002,325,213,0.6150958736002455,49.3515076923077,0.1804755597770244,32.27905638559642,Other
21485,RETROSPOT HEART HOT WATER BOTTLE,3326,15827.18,533,371,4.7586229705351775,29.69452157598499,0.17808943380058687,32.457145819397006,Heart/Love Theme
22382,LUNCH BAG SPACEBOY DESIGN ,9875,15820.15,988,490,1.6020405063291139,16.0122975708502,0.17801033135026922,32.63515615074728,Bags/Holders
20712,JUMBO BAG WOODLAND ANIMALS,8187,15511.6,492,248,1.8946622694515696,31.527642276422764,0.1745384876738107,32.809694638421085,Bags/Holders
21754,HOME BUILDING BLOCK WORD,2633,15504.51,691,360,5.888533991644512,22.437785817655573,0.17445871009589434,32.984153348516976,Other
85152,HAND OVER THE CHOCOLATE   SIGN ,8138,15484.51,590,270,1.9027414598181371,26.24493220338983,0.17423366756298503,33.15838701607996,Other
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3729,15386.07,514,325,4.126057924376508,29.933988326848247,0.17312600821600535,33.331513024295965,Other
22383,LUNCH BAG SUKI DESIGN ,9570,15332.9,899,399,1.602183908045977,17.055506117908788,0.17252773264226592,33.50404075693823,Bags/Holders
22385,JUMBO BAG SPACEBOY DESIGN,8231,15320.75,477,247,1.8613473454015308,32.11897274633124,0.17239101930352352,33.676431776241756,Bags/Holders
15056BL,EDWARDIAN PARASOL BLACK,2779,15218.67,291,142,5.47631162288593,52.29783505154639,0.17124240221555434,33.84767417845731,Other
84946,ANTIQUE SILVER T-LIGHT GLASS,12949,15176.42,534,348,1.1720148273997992,28.420262172284644,0.1707669998647834,34.01844117832209,Lighting
22077,6 RIBBONS RUSTIC CHARM,8594,14969.839999999998,726,413,1.7418943448917847,20.61961432506887,0.168442535542363,34.186883713864454,Other
22698,PINK REGENCY TEACUP AND SAUCER,5307,14663.29,556,319,2.763009233088374,26.372823741007196,0.1649931961191954,34.35187690998365,Glassware/Mugs
22624,IVORY KITCHEN SCALES,1765,14638.73,620,376,8.293898016997167,23.610854838709677,0.16471684388878277,34.516593753872435,Other
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7754,14626.73,451,232,1.886346401857106,32.431773835920175,0.16458181836903718,34.68117557224147,Bags/Holders
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2324,14573.720000000001,509,241,6.270963855421687,28.632062868369353,0.16398534313556104,34.84516091537703,Other
20726,LUNCH BAG WOODLAND,9091,14497.51,820,372,1.594710152898471,17.679890243902438,0.16312781856391007,35.00828873394094,Bags/Holders
22993,SET OF 4 PANTRY JELLY MOULDS,11769,14151.42,866,431,1.2024318123884783,16.341131639722864,0.15923357005318073,35.16752230399412,Other
22197,SMALL POPCORN HOLDER,18241,13789.369999999999,403,228,0.7559547173948796,34.216799007444166,0.15515973760118976,35.32268204159531,Bags/Holders
84997D,CHILDRENS CUTLERY POLKADOT PINK,3528,13788.300000000001,323,208,3.908248299319728,42.68823529411765,0.1551476978256791,35.47782973942098,Other
22835,HOT WATER BOTTLE I AM SO POORLY,2939,13685.130000000001,505,316,4.656389928547125,27.099267326732676,0.1539868159196664,35.63181655534065,Other
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,54319,13558.409999999998,472,307,0.24960713562473533,28.725444915254233,0.1525609464311529,35.7843775017718,Other
48184,DOORMAT ENGLISH ROSE ,1972,13447.1,356,227,6.819016227180527,37.77275280898876,0.15130847221424612,35.93568597398605,Other
22084,PAPER CHAIN KIT EMPIRE,4885,13411.550000000001,374,277,2.745455475946776,35.85975935828877,0.1509084591119998,36.08659443309805,Other
84029E,RED WOOLLY HOTTIE WHITE HEART.,3676,13311.26,321,228,3.621126224156692,41.46809968847352,0.149779983330726,36.236374416428774,Heart/Love Theme
22847,BREAD BIN DINER STYLE IVORY,847,13131.89,341,214,15.504002361275088,38.509941348973605,0.14776168937432874,36.3841361058031,Other
22622,BOX OF VINTAGE ALPHABET BLOCKS,1295,13035.66,231,174,10.066146718146719,56.43142857142857,0.14667889722723557,36.530815003030334,Other
23200,JUMBO BAG PEARS,6729,13034.92,470,262,1.9371258730866399,27.73387234042553,0.1466705706535179,36.67748557368385,Bags/Holders
84078A,SET/4 WHITE RETRO STORAGE CUBES ,357,13007.150000000001,106,79,36.43459383753502,122.70896226415095,0.14635809909657335,36.82384367278043,Other
23108,SET OF 10 LED DOLLY LIGHTS,2192,12972.73,351,271,5.918216240875912,36.95934472934473,0.1459708008974364,36.969814473677864,Lighting
23313,VINTAGE CHRISTMAS BUNTING,2748,12960.12,359,254,4.716200873362446,36.100612813370475,0.14582891158043707,37.1156433852583,Christmas
23356,LOVE HOT WATER BOTTLE,2325,12954.75,449,316,5.571935483870968,28.852449888641427,0.14576848766035091,37.26141187291865,Heart/Love Theme
82583,HOT BATHS METAL SIGN,6367,12731.34,385,206,1.9995822208261347,33.06841558441558,0.14325465004648733,37.40466652296514,Other
84978,HANGING HEART JAR T-LIGHT HOLDER,10961,12650.970000000001,572,304,1.1541802755223065,22.11708041958042,0.14235031662799125,37.54701683959313,Heart/Love Theme
22752,SET 7 BABUSHKA NESTING BOXES,1651,12639.79,297,188,7.655838885523925,42.55821548821549,0.14222451785209494,37.68924135744522,Other
22558,CLOTHES PEGS RETROSPOT PACK 24 ,8405,12525.21,639,363,1.4902093991671623,19.6012676056338,0.14093524918105743,37.830176606626274,Other
23301,GARDENERS KNEELING PAD KEEP CALM ,7722,12463.779999999999,756,405,1.614061124061124,16.48648148148148,0.14024403104122646,37.9704206376675,Other
22507,MEMO BOARD RETROSPOT  DESIGN,2786,12411.02,348,230,4.454781048097631,35.66385057471265,0.13965036883941168,38.110071006506914,Other
22188,BLACK HEART CARD HOLDER,4843,12257.95,166,123,2.531065455296304,73.84307228915664,0.1379280058137902,38.247999012320705,Heart/Love Theme
20750,RED RETROSPOT MINI CASES,1711,12208.85,365,235,7.135505552308592,33.448904109589044,0.1373755263954978,38.3853745387162,Other
22866,HAND WARMER SCOTTY DOG DESIGN,6097,12204.660000000002,471,329,2.0017484008528785,25.912229299363062,0.1373283799848533,38.52270291870105,Other
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1706,12160.08,304,172,7.127831184056272,40.000263157894736,0.13682676017899842,38.65952967888005,Other
22113,GREY HEART HOT WATER BOTTLE,3145,12148.9,511,337,3.8629252782193957,23.774755381604695,0.13670096140310212,38.79623064028315,Heart/Love Theme
22551,PLASTERS IN TIN SPACEBOY,7656,12138.599999999999,579,339,1.585501567398119,20.964766839378235,0.1365850644986538,38.9328157047818,Other
22941,CHRISTMAS LIGHTS 10 REINDEER,1570,12133.0,253,205,7.728025477707006,47.95652173913044,0.1365220525894392,39.069337757371244,Christmas
20749,ASSORTED COLOUR MINI CASES,1717,12107.51,365,239,7.051549213744904,33.17126027397261,0.13623523588124628,39.20557299325249,Other
22867,HAND WARMER BIRD DESIGN,5993,12064.630000000001,474,333,2.0131203070248627,25.452805907172998,0.1357527446906887,39.34132573794318,Other
21524,DOORMAT SPOTTY HOME SWEET HOME,1657,12055.32,405,251,7.275389257694629,29.766222222222222,0.1356479873916194,39.4769737253348,Other
23207,LUNCH BAG ALPHABET DESIGN,7533,11994.41,647,377,1.5922487720695606,18.538500772797526,0.13496262035764406,39.61193634569244,Bags/Holders
22083,PAPER CHAIN KIT RETROSPOT,4265,11935.310000000001,444,294,2.7984314185228607,26.88132882882883,0.13429761967289705,39.74623396536534,Other
22379,RECYCLING BAG RETROSPOT ,6074,11913.03,407,187,1.9613154428712547,29.27034398034398,0.13404692229123605,39.880280887656575,Bags/Holders
DOT,DOTCOM POSTAGE,16,11906.36,16,1,744.1475,744.1475,0.1339718706065108,40.01425275826308,Other
22625,RED KITCHEN SCALES,1469,11836.23,448,292,8.057338325391422,26.420156249999998,0.13318275896486426,40.14743551722795,Other
22568,FELTCRAFT CUSHION OWL,3277,11756.8,417,244,3.5876716509002136,28.19376498800959,0.13228900254541487,40.27972451977336,Other
22273,FELTCRAFT DOLL MOLLY,4464,11748.24,293,211,2.631774193548387,40.09638225255973,0.13219268434132972,40.41191720411469,Other
47590B,PINK HAPPY BIRTHDAY BUNTING,2283,11666.35,359,238,5.110096364432764,32.496796657381616,0.1312712476903325,40.54318845180502,Other
22554,PLASTERS IN TIN WOODLAND ANIMALS,7297,11620.929999999998,587,351,1.5925626969987665,19.79715502555366,0.1307601760980954,40.673948627903115,Other
20971,PINK BLUE FELT CRAFT TRINKET BOX,10217,11619.39,457,277,1.137260448272487,25.425361050328227,0.1307428478230614,40.80469147572618,Other
23077,DOUGHNUT LIP GLOSS ,9642,11615.7,308,217,1.2046981953951463,37.71331168831169,0.13070132747573965,40.93539280320192,Other
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24230,11611.0,669,410,0.4791993396615766,17.35575485799701,0.13064844248050594,41.06604124568243,Baking
23174,REGENCY SUGAR BOWL GREEN,2954,11567.24,268,190,3.915788761002031,43.16134328358209,0.13015604941850034,41.19619729510093,Other
22607,WOODEN ROUNDERS GARDEN SET ,1265,11561.34,303,224,9.139399209486166,38.15623762376238,0.13008966187129212,41.326286956972226,Other
22149,FELTCRAFT 6 FLOWER FRIENDS,5882,11549.59,461,337,1.9635481128867733,25.053340563991323,0.12995744938320786,41.45624440635543,Other
48188,DOORMAT WELCOME PUPPIES,2027,11536.25,252,163,5.691292550567341,45.77876984126984,0.12980734601375735,41.58605175236919,Other
22191,IVORY DINER WALL CLOCK,1419,11527.7,391,239,8.123819591261451,29.482608695652175,0.12971114033093864,41.71576289270013,Other
22427,ENAMEL FLOWER JUG CREAM,1991,11421.130000000001,441,311,5.73637870416876,25.89825396825397,0.12851200119433132,41.84427489389446,Other
21755,LOVE BUILDING BLOCK WORD,1923,11398.710000000001,555,337,5.927566302652107,20.538216216216217,0.12825972851493997,41.9725346224094,Heart/Love Theme
82486,WOOD S/3 CABINET ANT WHITE FINISH,1364,11343.2,373,183,8.316129032258065,30.410723860589815,0.12763512296485016,42.100169745374245,Other
22193,RED DINER WALL CLOCK,1349,11048.890000000001,416,206,8.190429948109712,26.559831730769233,0.12432350957182305,42.22449325494607,Other
21232,STRAWBERRY CERAMIC TRINKET BOX,9318,10883.02,507,296,1.1679566430564499,21.46552268244576,0.1224571193251396,42.34695037427121,Other
21930,JUMBO STORAGE BAG SKULLS,5694,10865.83,471,220,1.9082946961714085,23.069702760084926,0.12226369526810402,42.46921406953931,Bags/Holders
22501,PICNIC BASKET WICKER LARGE,1192,10799.0,257,187,9.059563758389261,42.01945525291829,0.12151171564438754,42.5907257851837,Other
22570,FELTCRAFT CUSHION RABBIT,3012,10672.31,324,202,3.543263612217795,32.939228395061726,0.12008618371967343,42.71081196890337,Other
22413,METAL SIGN TAKE IT OR LEAVE IT ,3687,10638.45,351,228,2.8853946297803095,30.30897435897436,0.11970518671145798,42.83051715561483,Other
21790,VINTAGE SNAP CARDS,13329,10441.47,722,449,0.7833648435741616,14.461869806094182,0.11748874280483405,42.94800589841966,Other
47566B,TEA TIME PARTY BUNTING,2288,10430.400000000001,313,192,4.558741258741259,33.323961661341855,0.11736418176286878,43.065370080182525,Other
21936,RED RETROSPOT PICNIC BAG,3756,10365.76,385,223,2.7597870074547393,26.92405194805195,0.11663684429650584,43.18200692447903,Bags/Holders
23209,LUNCH BAG VINTAGE DOILY ,6438,10347.66,538,319,1.6072786579683132,19.2335687732342,0.11643318080422291,43.298440105283255,Bags/Holders
22662,LUNCH BAG DOLLY GIRL DESIGN,6527,10330.99,598,310,1.5828083346100812,17.275903010033446,0.11624560785304298,43.4146857131363,Bags/Holders
23209,LUNCH BAG DOILEY PATTERN ,6477,10323.05,464,290,1.5938011425042458,22.247952586206896,0.11615626596747797,43.530841979103776,Bags/Holders
22730,ALARM CLOCK BAKELIKE IVORY,2721,10259.36,468,241,3.7704373392135246,21.921709401709403,0.11543961802142826,43.6462815971252,Other
22087,PAPER BUNTING WHITE LACE,3772,10243.400000000001,257,155,2.7156415694591733,39.857587548638136,0.11526003408016663,43.76154163120537,Other
85014B,RED RETROSPOT UMBRELLA,1841,10217.720000000001,303,210,5.550092341118957,33.721848184818484,0.11497107946791107,43.87651271067328,Other
21479,WHITE SKULL HOT WATER BOTTLE ,2699,10215.47,378,252,3.7849092256391255,27.02505291005291,0.11494576218295874,43.99145847285624,Other
22617,BAKING SET SPACEBOY DESIGN,2153,10210.890000000001,424,296,4.74263353460288,24.08228773584906,0.11489422744292252,44.10635270029916,Baking
23170,REGENCY TEA PLATE ROSES ,6563,10170.99,328,224,1.5497470668901416,31.009115853658535,0.11444526758976842,44.22079796788893,Other
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,925,10123.16,260,179,10.943956756756757,38.93523076923077,0.11390707837231578,44.33470504626124,Bags/Holders
20724,RED RETROSPOT CHARLOTTE BAG,12805,10122.45,739,335,0.790507614213198,13.697496617050069,0.11389908936239751,44.44860413562364,Bags/Holders
47590A,BLUE HAPPY BIRTHDAY BUNTING,1948,10096.62,355,228,5.183069815195072,28.44118309859155,0.11360844693114511,44.562212582554785,Other
22988,SOLDIERS EGG CUP ,8757,10070.220000000001,327,197,1.1499623158615966,30.795779816513765,0.11331139078770483,44.67552397334249,Glassware/Mugs
21891,TRADITIONAL WOODEN SKIPPING ROPE,7904,9998.32,340,264,1.2649696356275304,29.406823529411763,0.1125023628818958,44.78802633622439,Other
23208,LUNCH BAG VINTAGE LEAF DESIGN,6191,9950.35,597,305,1.607228234534001,16.667252931323283,0.1119625983667128,44.89998893459111,Bags/Holders
